Cекс по телефону,Анилингус вам (мужчине),Анилингус мне (даме),Бандаж,Виртуальный секс,Госпожа,Золотой дождь вам (мужчине),Золотой дождь мне (даме),Игрушки,Игры,Клизма,Копро вам (мужчине),Куннилингус,Легкая доминация,Легкое подчинение,Лесби откровенное,Лесби-шоу легкое,Массаж классический,Массаж профессиональный,Массаж расслабляющий,Массаж урологический,Массаж эротический,Минет без резинки,Минет в машине,Минет в презервативе,Минет глубокий,Окончание в рот,Окончание на грудь,Окончание на лицо,Порка,Рабыня,Ролевые игры,Секс анальный,Секс групповой,Секс классический,Секс лесбийский,Страпон,Стриптиз не профи,Стриптиз профи,Трамплинг,Услуги семейной паре,Фетиш,Фингеринг,Фистинг анальный мне (даме),Фистинг анальный мужчине,Фистинг классический,Фото/видео съемка,Эскорт,Id
No,Comment,No,No,No,No,Yes,No,Yes,Comment,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Comment,No,Yes,No,No,Yes,No,No,No,Comment,No,No,Yes,No,No,No,No,Yes,No,Yes,Comment,No,No,Comment,No,No,245388
No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Comment,No,No,324685
Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Comment,Yes,Comment,No,Yes,No,No,Yes,Yes,Yes,No,No,Comment,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,323132
No,Comment,Comment,No,No,No,Comment,No,No,Comment,No,No,Yes,Comment,Comment,No,No,Comment,No,Comment,No,No,Comment,Comment,Yes,Yes,Comment,Yes,No,No,No,No,Comment,Comment,Yes,No,No,No,No,No,Comment,No,No,No,No,No,No,No,284146
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Comment,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,318160
No,Comment,Yes,No,No,No,No,No,Comment,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Comment,Yes,No,Comment,Yes,Yes,No,No,No,Yes,Comment,Yes,Yes,Comment,No,No,No,Comment,Yes,Yes,No,No,Comment,Comment,Yes,84009
No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,317566
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Comment,Yes,No,No,Yes,No,Yes,Comment,Yes,No,No,No,Yes,No,Yes,322929
Yes,Comment,Yes,No,Yes,Comment,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Comment,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Comment,Yes,Yes,312187
No,No,Yes,No,No,No,Comment,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Comment,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,Yes,No,Comment,Yes,No,No,245992
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Comment,Comment,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,301281
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,315952
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Comment,Yes,No,No,No,No,No,Comment,96025
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Comment,No,No,No,Comment,No,No,Yes,No,No,Comment,No,No,No,No,No,No,No,No,No,No,324883
No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Comment,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,No,Comment,Comment,Yes,No,No,No,No,No,Comment,No,No,No,No,No,No,No,261583
No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,323058
No,No,Yes,No,No,No,Comment,No,Comment,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,No,Comment,No,No,No,No,Yes,No,Comment,No,No,Comment,Yes,Yes,No,No,Yes,No,Comment,No,255716
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Comment,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,78059
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Comment,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,295260
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Comment,Yes,311573
No,Comment,Comment,Yes,No,Yes,Comment,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Comment,Comment,Yes,No,Yes,No,No,Yes,Comment,Comment,Yes,Yes,Yes,Comment,Yes,Yes,No,Comment,No,No,No,310616
No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,319094
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,Comment,No,No,No,No,No,No,No,No,No,No,318508
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,303770
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,310180
No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,274804
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,284317
No,No,Yes,No,No,Comment,Comment,No,Yes,No,No,No,Yes,Comment,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Comment,No,Yes,No,No,Comment,No,Yes,No,Yes,No,No,Yes,317991
No,No,No,No,No,No,Comment,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Comment,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Comment,Yes,No,Comment,Yes,No,No,Comment,No,No,No,No,No,No,No,294132
No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Comment,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,307402
No,No,No,No,No,No,No,No,Yes,Yes,No,No,Comment,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,Yes,No,Comment,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Comment,Comment,No,270547
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Comment,No,Comment,No,Comment,Yes,Yes,Yes,No,Yes,Comment,No,Yes,Comment,No,Comment,No,No,Comment,Comment,Comment,No,Yes,Comment,Comment,Comment,No,No,Comment,No,No,No,No,No,No,Comment,321391
No,No,No,No,No,No,Comment,No,Comment,No,No,No,Comment,No,No,No,No,No,No,No,No,No,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,Comment,No,No,No,Comment,No,No,No,No,No,No,No,299969
No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Comment,No,No,No,No,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,No,Comment,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,No,287571
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,256468
No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,260937
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,Comment,No,No,No,No,No,Yes,Comment,No,Comment,No,Yes,No,No,Yes,No,No,No,No,Comment,Comment,Yes,No,No,No,No,No,No,No,No,No,Comment,No,No,No,323900
No,Yes,Yes,No,No,No,Comment,No,Comment,Yes,No,No,Yes,Yes,Yes,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,Comment,Comment,No,Comment,Yes,Comment,Comment,Yes,No,Yes,Comment,No,No,No,Comment,No,No,Yes,190776
No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,321273
No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,180657
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,No,Comment,No,Yes,Yes,No,Yes,Comment,No,No,No,Comment,No,Yes,No,Comment,No,No,No,No,Yes,No,No,No,No,No,No,300184
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,323870
No,No,No,No,No,Comment,Comment,No,Yes,Yes,No,No,Yes,No,No,No,Comment,No,No,Yes,No,Yes,Comment,No,Yes,No,No,Yes,No,No,No,Yes,No,Comment,Yes,Comment,No,No,No,No,No,No,No,No,No,No,No,No,296802
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Comment,Comment,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,303140
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Comment,Comment,Comment,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Yes,Comment,Comment,No,No,No,Comment,Comment,Comment,No,Comment,Comment,No,Comment,320942
Yes,No,No,No,Yes,No,Comment,No,Comment,Comment,No,No,Yes,No,No,Comment,Comment,Comment,No,Comment,Comment,Yes,Comment,No,Yes,No,No,Yes,No,Comment,No,Yes,Comment,No,Yes,Comment,Comment,No,No,No,Comment,Yes,Yes,No,Comment,Comment,No,No,320147
Yes,No,Yes,No,No,Comment,Comment,No,No,Comment,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,No,Comment,Yes,Comment,Comment,Yes,No,Comment,Yes,No,No,Comment,Yes,No,No,No,No,No,Yes,211054
No,No,Yes,No,No,No,Comment,No,Comment,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,Yes,No,No,No,Comment,No,Yes,Yes,Comment,Yes,No,Yes,No,Yes,No,No,Comment,No,No,No,323910
No,No,Comment,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Comment,No,No,No,319164
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,325043
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,No,No,No,No,No,Comment,Comment,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,320150
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,280280
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Comment,Comment,No,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Yes,No,Comment,Yes,Comment,Comment,No,No,No,No,No,No,No,No,No,No,No,311330
No,Yes,No,No,No,Comment,No,No,Yes,Comment,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Comment,Comment,No,Yes,Yes,Comment,Yes,No,No,Comment,Yes,No,No,No,Comment,No,No,273661
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,324910
No,Comment,Yes,No,No,No,Comment,No,No,No,No,No,Yes,No,Comment,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Comment,Comment,Yes,Comment,No,No,No,Comment,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,315551
No,No,Yes,No,No,No,Comment,No,No,No,No,No,Yes,Comment,Yes,Comment,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,Yes,Comment,Comment,Yes,Comment,Comment,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,323842
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Comment,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,324854
Yes,No,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Comment,Yes,Yes,No,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,No,Comment,Yes,Comment,Yes,No,Yes,Comment,Comment,Yes,Comment,Yes,Yes,No,Yes,Comment,Yes,Yes,No,Comment,No,No,No,305971
No,No,Comment,No,No,No,Comment,No,No,No,No,No,Yes,Yes,Yes,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Yes,No,No,No,No,Comment,Comment,Yes,No,No,Yes,No,No,Comment,No,No,No,No,Comment,No,Yes,324884
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,No,No,No,No,Comment,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Comment,322014
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Comment,No,Yes,No,No,Yes,No,No,No,No,Comment,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,310260
Yes,No,No,No,No,No,Comment,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Comment,No,Yes,Yes,No,Yes,No,No,No,No,Comment,Comment,Yes,No,Comment,No,No,Yes,No,No,Yes,No,Comment,Comment,No,No,306988
Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Comment,No,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,No,Yes,No,No,Yes,Comment,No,No,No,No,No,No,No,No,No,No,No,Yes,324498
No,No,No,No,No,No,No,No,Comment,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Comment,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Yes,No,No,Comment,Comment,Comment,Yes,No,Comment,Yes,No,No,No,Yes,Comment,No,No,Comment,No,Yes,324033
No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Comment,No,Yes,Comment,No,Yes,Comment,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,307462
No,No,No,No,No,No,No,No,Comment,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,No,No,Comment,Comment,Comment,Yes,Comment,No,Yes,No,Comment,No,Comment,No,No,No,No,No,Comment,312507
No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,323605
No,Comment,Yes,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,Comment,Yes,Yes,Comment,Comment,Yes,Comment,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Comment,Comment,Comment,No,No,308459
No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,306400
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,Yes,No,No,No,Yes,No,Comment,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,323368
No,No,No,No,No,No,Comment,Comment,Comment,Yes,No,No,Yes,Comment,Comment,No,No,Comment,Comment,Comment,No,No,Comment,No,Yes,No,No,Comment,No,Yes,Comment,Yes,No,No,Yes,No,Comment,No,No,No,Comment,Comment,No,No,No,Comment,No,No,316753
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,No,No,Yes,Yes,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,275922
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,320070
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,No,No,Comment,Comment,No,No,No,No,No,Yes,No,No,No,No,No,No,Comment,No,No,No,No,No,No,320781
Comment,No,Comment,No,Comment,No,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,No,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,Comment,Comment,No,No,No,No,Comment,Comment,No,Comment,Comment,Comment,Comment,320026
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,Comment,Comment,Yes,Yes,No,Comment,No,No,No,No,No,Comment,Yes,No,No,No,No,No,No,Comment,No,No,No,No,No,No,321983
No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,316012
Yes,No,No,No,Comment,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,284126
Comment,Yes,Yes,Yes,Comment,Yes,Yes,Comment,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,No,Yes,Comment,Yes,Yes,Yes,Yes,Yes,Comment,Yes,321730
No,No,Yes,Comment,No,Comment,Comment,Comment,Yes,Yes,No,No,Yes,Comment,Yes,Comment,Yes,Yes,No,Yes,No,No,Comment,No,Yes,No,Comment,Yes,Comment,Comment,Comment,No,Comment,Comment,Yes,No,Comment,No,No,No,Comment,No,No,No,Comment,Comment,No,Yes,300277
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,322931
Comment,No,Comment,No,No,Comment,Comment,No,No,Comment,No,No,Comment,Comment,No,No,Comment,Yes,No,Comment,Comment,Comment,Comment,Yes,Yes,No,No,Comment,No,No,No,Comment,No,No,Yes,No,Comment,Comment,No,No,Comment,Comment,No,No,No,No,No,Comment,324425
No,No,No,No,No,No,Comment,No,Yes,Comment,No,Comment,Yes,Comment,No,No,Comment,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,No,Comment,Comment,Comment,Yes,No,Comment,No,No,Yes,Comment,Comment,Yes,No,Yes,Comment,Yes,No,No,No,No,No,Comment,322195
No,Comment,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,298876
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Comment,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,324001
No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,323017
No,No,Comment,No,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,Comment,Comment,Yes,No,Yes,Yes,Comment,Comment,No,Yes,Comment,Comment,Yes,Comment,Comment,Comment,Comment,No,Comment,Yes,Comment,Comment,Comment,No,No,No,No,No,Yes,No,Comment,No,No,324226
No,Comment,No,No,No,No,Comment,No,Comment,No,No,No,Yes,No,No,Comment,Comment,No,No,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,No,Comment,No,Yes,Comment,Comment,No,No,No,Comment,No,Comment,No,No,Comment,No,No,264314
No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Comment,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,315414
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,Comment,No,No,Yes,Comment,Yes,Comment,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Comment,No,No,No,No,No,Comment,No,No,Comment,No,No,308696
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,308625
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Yes,Comment,No,No,Comment,Yes,No,Comment,No,Comment,Comment,No,Yes,Comment,No,Comment,Comment,No,No,No,No,Comment,Yes,Comment,No,Comment,No,No,No,No,No,No,No,No,No,No,304761
No,Comment,Comment,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,No,Comment,Yes,No,Yes,Comment,Comment,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,Yes,No,Comment,Comment,No,No,Comment,No,No,No,No,No,No,No,314068
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,Comment,No,No,No,Yes,No,Yes,Comment,No,No,No,Yes,Comment,No,No,No,Comment,No,Comment,Comment,Comment,Yes,Comment,Yes,No,No,Comment,Comment,Comment,No,No,No,No,No,Yes,268078
No,No,No,No,No,Yes,Comment,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Comment,Comment,Yes,No,Comment,Yes,Yes,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,320309
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,302285
