Апартаменты-1 час,Апартаменты-2 часа,Апартаменты-Ночь,Выезд-1 час,Выезд-2 часа,Выезд-Ночь,Id,Комментарий к ценам
4 000 р.,8 000 р.,18 000 р.,8 000 р.,8 000 р.,18 000 р.,313505,Контактов в час: до 2.
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,12 000 р.,298902,
,,,3 500 р.,5 000 р.,8 000 р.,320127,
6 000 р.,12 000 р.,30 000 р.,15 000 р.,15 000 р.,40 000 р.,325077,Контактов в час: неограничено.
2 500 р.,5 000 р.,12 000 р.,5 000 р.,7 000 р.,15 000 р.,219233,Контактов в час: до 2.есть экспресс-1500
7 000 р.,14 000 р.,28 000 р.,-,14 000 р.,28 000 р.,321388,
10 000 р.,18 000 р.,70 000 р.,20 000 р.,20 000 р.,-,231647,"Контактов в час: неограничено.минет без резинки, а также горячий минет, ролевые игры, страпоны, кунилингус, футфетиш, игрушки, ВСЕ ЭТО ВКЛЮЧЕННО ПО ЖЕЛАНИЮ !"
2 500 р.,5 000 р.,13 000 р.,-,8 000 р.,-,321694,Контактов в час: до 2.
2 500 р.,5 000 р.,12 000 р.,,,,323766,Контактов в час: до 2.
1 900 р.,3 800 р.,11 000 р.,,,,306580,
1 500 р.,3 000 р.,10 000 р.,,,,324164,Контактов в час: до 2.
2 000 р.,4 000 р.,10 000 р.,,,,297866,
2 000 р.,4 000 р.,-,,,,150488,
,,,5 000 р.,7 000 р.,15 000 р.,304822,Контактов в час: неограничено.
5 000 р.,10 000 р.,25 000 р.,-,15 000 р.,30 000 р.,319720,
2 500 р.,5 000 р.,-,2 500 р.,5 000 р.,15 000 р.,265843,
3 000 р.,5 000 р.,15 000 р.,,,,264579,Контактов в час: неограничено.
3 000 р.,6 000 р.,-,,,,296693,
2 500 р.,5 000 р.,12 000 р.,,,,316731,Контактов в час: неограничено.
10 000 р.,20 000 р.,-,-,-,-,310464,Контактов в час: до 2.
7 000 р.,14 000 р.,28 000 р.,-,14 000 р.,28 000 р.,323322,Контактов в час: неограничено.Без лимит
12 000 р.,24 000 р.,-,,,,148416,Контактов в час: до 2.ВСЁ ВКЛЮЧЕНО (анальный секс НЕ ВХОДИТ! ) - 16 тыс. / час ВСЁ ВКЛЮЧЕНО (анальный секс НЕ ВКЛЮЧЁН ) - 27 тыс/ два часа
2 000 р.,4 000 р.,10 000 р.,-,7 000 р.,15 000 р.,295307,
2 500 р.,5 000 р.,12 000 р.,-,8 000 р.,-,324772,
5 000 р.,10 000 р.,25 000 р.,-,15 000 р.,30 000 р.,307250,Контактов в час: до 2.
6 000 р.,10 000 р.,25 000 р.,,,,267798,Контактов в час: неограничено.
6 000 р.,12 000 р.,30 000 р.,,,,286579,Контактов в час: неограничено.
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,320160,
3 000 р.,6 000 р.,12 000 р.,5 000 р.,8 000 р.,15 000 р.,251402,Контактов в час: до 2.Экспресс программа 2000
10 000 р.,20 000 р.,40 000 р.,-,20 000 р.,40 000 р.,323310,Контактов в час: неограничено.
6 000 р.,10 000 р.,50 000 р.,10 000 р.,50 000 р.,,233492,Контактов в час: неограничено.
3 000 р.,-,-,,,,324261,
,,,3 000 р.,4 000 р.,9 000 р.,61856,
5 000 р.,10 000 р.,-,-,15 000 р.,-,318668,Контактов в час: 1.
8 000 р.,16 000 р.,40 000 р.,8 000 р.,16 000 р.,40 000 р.,324715,Контактов в час: неограничено.
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,12 000 р.,268768,Контактов в час: неограничено.
,,,3 500 р.,4 500 р.,8 000 р.,308888,
1 500 р.,3 000 р.,10 000 р.,,,,312997,
10 000 р.,20 000 р.,80 000 р.,30 000 р.,30 000 р.,80 000 р.,322216,
4 000 р.,8 000 р.,-,,,,317084,Контактов в час: неограничено.ДУШ СО МНОЙ В ПОДАРОК
2 000 р.,4 000 р.,10 000 р.,,,,317176,Контактов в час: до 2.
2 500 р.,5 000 р.,-,,,,316668,Контактов в час: до 2.
3 000 р.,6 000 р.,20 000 р.,7 000 р.,14 000 р.,30 000 р.,311453,Контактов в час: до 2.
6 000 р.,11 000 р.,-,7 000 р.,12 000 р.,30 000 р.,307376,Контактов в час: до 2.Мбр нету!)) Фото реально мои) Есть шенген. Есть экспресс 3000 рублей - полчаса.
5 000 р.,10 000 р.,20 000 р.,6 000 р.,10 000 р.,20 000 р.,324830,Контактов в час: до 2.
3 000 р.,6 000 р.,12 000 р.,,,,51066,Контактов в час: до 2.
3 500 р.,7 000 р.,15 000 р.,-,10 000 р.,20 000 р.,199646,
3 000 р.,6 000 р.,18 000 р.,-,-,20 000 р.,135890,
,,,8 000 р.,15 000 р.,40 000 р.,324684,+оплата такси
3 500 р.,7 000 р.,-,,,,320260,"Контактов в час: неограничено.Звони скорее !! Я уже раздвинула ножки, и встала рачком, чтоб ты мне засадил по самые гланды !!Вся намокала, и набухла пися!!"
,,,-,7 000 р.,15 000 р.,116871,
3 000 р.,6 000 р.,16 000 р.,-,8 000 р.,16 000 р.,318024,
3 000 р.,6 000 р.,15 000 р.,-,8 000 р.,18 000 р.,322849,
2 000 р.,4 000 р.,10 000 р.,4 000 р.,10 000 р.,,291951,Контактов в час: неограничено.
13 000 р.,20 000 р.,50 000 р.,23 000 р.,53 000 р.,,259472,Экспресс 8тр. Выезд только по предоплате 3тр.
7 000 р.,15 000 р.,100 000 р.,32 000 р.,100 000 р.,,227531,Контактов в час: до 2.Сохраните мой телефон и Вы всегда сможете до меня дозвониться даже при выключенной анкете!
4 500 р.,9 000 р.,23 000 р.,,,,319196,
2 000 р.,4 000 р.,12 000 р.,,,,324880,Контактов в час: до 2.
,,,3 500 р.,4 500 р.,8 000 р.,260757,
2 500 р.,5 000 р.,12 000 р.,-,6 000 р.,15 000 р.,309197,Контактов в час: неограничено.Есть экспресс в авто 2 тыс.
7 000 р.,14 000 р.,-,-,15 000 р.,-,322997,
2 000 р.,4 000 р.,-,,,,302020,Контактов в час: 1.
4 000 р.,7 000 р.,30 000 р.,5 000 р.,8 000 р.,35 000 р.,317735,Контактов в час: до 2.Экспресс 2500 (у меня)
2 000 р.,5 000 р.,12 000 р.,5 000 р.,6 000 р.,12 000 р.,315665,Контактов в час: 1.
4 000 р.,8 000 р.,20 000 р.,10 000 р.,10 000 р.,25 000 р.,172835,
,,,3 000 р.,5 000 р.,12 000 р.,318080,Контактов в час: неограничено.
5 000 р.,10 000 р.,20 000 р.,,,,318145,
12 000 р.,24 000 р.,50 000 р.,-,25 000 р.,50 000 р.,297041,
3 000 р.,6 000 р.,-,,,,317115,
6 000 р.,12 000 р.,25 000 р.,-,14 000 р.,30 000 р.,311223,Контактов в час: неограничено.
5 000 р.,7 000 р.,15 000 р.,6 000 р.,8 000 р.,-,300657,Контактов в час: неограничено.Цены указаны без подруги. С подругой цена обсуждается. ш
5 000 р.,10 000 р.,-,,,,192452,Контактов в час: неограничено.
,,,-,10 000 р.,20 000 р.,318616,Контактов в час: 1.
10 000 р.,-,-,-,-,,257127,10 000 р.
2 500 р.,5 000 р.,-,5 000 р.,-,,207188,Контактов в час: до 2.
2 300 р.,4 600 р.,10 000 р.,,,,322882,
1 500 р.,3 000 р.,-,,,,309430,Контактов в час: до 2.
8 000 р.,16 000 р.,35 000 р.,15 000 р.,18 000 р.,38 000 р.,324153,"Контактов в час: до 2.К выезду такси в обе стороны оплачивается Вами! За МКАД +2000(до 15 км). А/С предупреждайте заранее по возможности, но однозначная договоренность только на месте! Живу одна без подруг!!!"
,,,-,7 000 р.,19 000 р.,159847,Контактов в час: неограничено.
2 500 р.,4 000 р.,10 000 р.,,,,304644,
2 500 р.,5 000 р.,-,5 000 р.,8 000 р.,-,272824,
3 000 р.,6 000 р.,12 000 р.,-,8 000 р.,15 000 р.,179395,Контактов в час: неограничено.
12 000 р.,20 000 р.,50 000 р.,25 000 р.,25 000 р.,60 000 р.,311428,"Контактов в час: до 2.Страстная!!Сладкая!!Сучка!!💝💝💝💝💝💝💝💝💝💝💝Хорошее настроение и нереальный минет вам гарантированы 100%😘😘😘 Анальный секс - включён 100% готов к Работе без нытья или отмазки !! Глубокий горловой минет - включён - можешь Меня долбить в гланды или расслабься и я сама отсосу так что твой член будит долго помнить мой ротик!! МБР включён Окончание в ротик - включёно Окончание на тело - включёно Окончание на лицо - включёно Золотой дождь выдача - включён !! Нет доплат, все Услуги заявленные в анкете включены, больше всего обожаю сосать на коленях !! Поспеши моя мокренькая кисонька ждёт только тебя малыш!! Звони скорее ☎+79268268770 Я жду !! Твоя блудница Ева!!😘"
6 000 р.,12 000 р.,30 000 р.,-,16 000 р.,3 500 000 р.,311082,Контактов в час: до 2.А. с предупреждайте заранее!)))
4 000 р.,-,-,,,,296774,Контактов в час: неограничено.
2 000 р.,4 000 р.,-,,,,202669,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,,,,324540,
5 000 р.,8 000 р.,20 000 р.,7 000 р.,11 000 р.,25 000 р.,268862,Контактов в час: до 2.
,,,3 000 р.,5 000 р.,11 000 р.,255420,Контактов в час: неограничено.
2 500 р.,5 000 р.,12 000 р.,,,,304584,Контактов в час: до 2.
2 500 р.,4 000 р.,11 000 р.,4 000 р.,6 000 р.,12 000 р.,324851,Контактов в час: неограничено.
2 500 р.,5 000 р.,-,,,,273453,
2 000 р.,4 000 р.,10 000 р.,6 000 р.,-,,307408,-
,,,3 500 р.,5 000 р.,9 000 р.,324155,
2 500 р.,5 000 р.,12 000 р.,,,,320071,Контактов в час: неограничено.Анал входит в стоимость часика)
3 500 р.,7 000 р.,20 000 р.,-,8 000 р.,22 000 р.,321775,
,,,3 000 р.,5 000 р.,8 000 р.,282148,Услуги такси оплачиваются отдельно
5 000 р.,10 000 р.,30 000 р.,-,10 000 р.,-,301293,Контактов в час: до 2.Выезд 50% предоплата на карту сбербанк либо на номер телефона+оплата такси. С 09:00 до 12:00 часик 4000р.
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,10 000 р.,265785,
2 500 р.,5 000 р.,15 000 р.,,,,314080,Контактов в час: до 2.ЭКСПРЕСС=1500р. - 30 мин. (1 контакт)
10 000 р.,20 000 р.,40 000 р.,-,20 000 р.,40 000 р.,324763,Контактов в час: неограничено.
5 000 р.,10 000 р.,30 000 р.,-,10 000 р.,30 000 р.,226527,Контактов в час: неограничено.
3 500 р.,7 000 р.,15 000 р.,-,10 000 р.,20 000 р.,318902,
3 000 р.,5 000 р.,-,5 000 р.,-,,112412,3 000 р.
3 000 р.,-,-,,,,233137,Контактов в час: до 2.
5 000 р.,10 000 р.,-,-,20 000 р.,-,322404,Все расценки можно обсудить по телефону
10 000 р.,20 000 р.,50 000 р.,20 000 р.,50 000 р.,,324819,Контактов в час: неограничено.При выезде + 1000р на такси.
20 000 р.,35 000 р.,100 000 р.,25 000 р.,40 000 р.,100 000 р.,320306,Контактов в час: неограничено.
2 300 р.,4 600 р.,-,,,,299099,
,,,3 000 р.,4 500 р.,8 000 р.,248233,
4 000 р.,10 000 р.,30 000 р.,,,,280162,"Контактов в час: до 2.Для меня это искусство, а не работа, которым я с наслаждением занимаюсь!!!)))"
2 000 р.,4 000 р.,12 000 р.,,,,324206,
20 000 р.,40 000 р.,-,40 000 р.,-,,318983,24 000 р.
,,,6 000 р.,7 000 р.,15 000 р.,265840,
,,,3 000 р.,5 000 р.,8 000 р.,324353,
3 500 р.,7 000 р.,-,,,,316324,Контактов в час: неограничено.душ со мной в подарок
,,,8 000 р.,15 000 р.,-,323134,
,,,5 000 р.,8 000 р.,16 000 р.,307397,Дополнительные услуги обговариваю по телефону
1 500 р.,2 500 р.,-,,,,319395,Контактов в час: неограничено.
1 500 р.,3 000 р.,10 000 р.,,,,321768,Контактов в час: до 2.
6 000 р.,12 000 р.,30 000 р.,7 000 р.,14 000 р.,30 000 р.,324948,Контактов в час: неограничено.Экспресс программа 30 мин - 4000р
8 000 р.,16 000 р.,60 000 р.,,,,70371,"Контактов в час: неограничено.все услуги без пометки ""доп"" включены в стоимость ! Есть услуга полчаса - 5тр. Есть видео с дождиком, игрушками и тд... пишите в ватсап(номер в тексте)Киска натуральная... не бритая"
3 000 р.,6 000 р.,15 000 р.,6 000 р.,8 000 р.,20 000 р.,324521,"Контактов в час: до 2.Экспресс программа, 30 мин, 2000. Один раз или минет."
5 000 р.,10 000 р.,-,-,10 000 р.,-,321286,
3 500 р.,-,-,-,15 000 р.,-,306313,Контактов в час: до 2.
5 000 р.,9 000 р.,25 000 р.,6 000 р.,10 000 р.,30 000 р.,307278,
